                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 0.8628,                0.69234,                 1.0411,                0.87373,                0.81599,                 0.8903,                0.72801,                0.71295,                0.51229,                0.93072,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     75,                0.86023,                0.70592,                 1.0418,                 0.8425,                 0.8342,                0.88708,                0.72984,                0.70997,                0.50915,                0.92906,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     76,                0.83381,                0.69498,                 1.0456,                0.83151,                0.85313,                0.88638,                0.72755,                0.70855,                0.50742,                0.92842,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     77,                0.86365,                0.72889,                 1.0524,                0.88699,                0.81401,                0.88669,                0.73081,                0.70679,                  0.508,                0.92798,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     78,                0.88688,                0.73659,                 1.0513,                0.88722,                0.81399,                0.88814,                0.73426,                0.70526,                0.50703,                0.92743,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     79,                0.84233,                0.69458,                 1.0352,                0.87467,                0.82414,                0.89073,                0.73363,                0.70392,                0.50536,                0.92679,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     80,                 0.8019,                0.67666,                 1.0285,                0.88049,                0.81917,                 0.8913,                0.73522,                0.70166,                0.50267,                0.92613,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     81,                0.86008,                0.70865,                 1.0394,                0.89951,                0.80857,                0.89171,                0.73228,                0.69894,                0.50034,                 0.9249,              2.593e-05,              2.593e-05,              2.593e-05
                     82,                0.84299,                0.68082,                 1.0367,                0.89611,                0.80787,                0.89137,                0.73193,                0.69653,                0.49856,                0.92329,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     83,                0.83752,                0.68044,                 1.0381,                0.84381,                0.83503,                 0.8936,                0.73602,                0.69533,                0.49831,                0.92259,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     84,                0.81432,                 0.7084,                 1.0379,                 0.8255,                0.86138,                 0.8967,                0.73762,                 0.6934,                0.49799,                0.92136,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     85,                 0.8443,                0.70232,                 1.0311,                0.89132,                0.82149,                0.89987,                0.73915,                0.68989,                 0.4975,                0.92051,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                0.83899,                0.68611,                 1.0397,                0.88529,                0.82252,                0.89728,                0.73763,                0.69004,                0.49871,                0.91987,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                0.87161,                0.71104,                 1.0439,                0.88747,                0.82334,                0.89865,                0.73855,                0.69016,                0.49794,                0.91954,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                 0.8473,                0.68804,                  1.028,                0.84588,                0.84777,                0.89925,                0.73813,                0.68882,                0.49575,                0.91856,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.85398,                0.68858,                 1.0137,                0.89594,                 0.8188,                0.90088,                0.73788,                0.68633,                0.49304,                0.91778,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.80085,                0.68121,                 1.0334,                0.84238,                0.86054,                0.89777,                0.73884,                0.68622,                0.48957,                0.91722,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                 0.8951,                0.81042,                 1.0554,                0.84199,                0.85955,                0.89695,                0.73925,                0.69022,                0.49069,                0.91773,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                0.90317,                 0.7956,                 1.0382,                0.85917,                 0.8523,                 0.8974,                0.73619,                0.69264,                0.48992,                0.91785,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                0.86379,                0.69936,                 1.0301,                0.85718,                 0.8529,                0.89764,                0.73494,                 0.6953,                0.49136,                0.91797,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                0.86137,                0.71493,                 1.0078,                0.86025,                0.84835,                0.89337,                0.73096,                0.69917,                0.49283,                0.91861,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                0.83389,                0.66888,                 1.0042,                0.85696,                 0.8484,                0.89221,                0.73159,                0.70447,                0.49756,                 0.9196,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                0.82844,                0.69603,                 1.0196,                0.85129,                0.85181,                0.89533,                0.73268,                0.70623,                0.49852,                0.92011,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                0.83245,                0.64945,                 1.0007,                0.84347,                0.85094,                0.89135,                0.72976,                0.70786,                0.49982,                0.92083,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.82688,                 0.6735,                 1.0068,                0.84726,                0.83883,                0.89173,                0.72711,                0.70836,                0.49974,                0.92102,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                0.81782,                 0.6407,                 0.9934,                0.84781,                0.83916,                 0.8925,                0.72821,                0.70838,                0.50031,                0.92095,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                0.84954,                0.69177,                 1.0213,                0.91579,                0.79698,                 0.8919,                0.72553,                0.70784,                0.49985,                0.92111,             3.5462e-06,             3.5462e-06,             3.5462e-06
